strata,pop,treatment,__variable,__x,__cdf,male
overall,Matched,0,age,81.201637152,0.9973737374,
overall,Matched,0,age,81.883333765,0.9995959596,
overall,Matched,0,age,82.565030377,0.9995959596,
overall,Matched,0,age,83.24672699,1,
overall,Matched,1,age,13.36397171,0.0002020202,
overall,Matched,1,age,14.078234663,0.0002020202,
overall,Matched,1,age,14.792497616,0.0004040404,
overall,Matched,1,age,15.506760568,0.0004040404,
overall,Matched,1,age,16.221023521,0.0004040404,
overall,Matched,1,age,16.935286474,0.0004040404,
overall,Matched,1,age,17.649549426,0.0004040404,
overall,Matched,1,age,18.363812379,0.0006060606,
overall,Matched,1,age,19.078075332,0.0006060606,
overall,Matched,1,age,19.792338285,0.0006060606,
overall,Matched,1,age,20.506601237,0.0014141414,
overall,Matched,1,age,21.22086419,0.0016161616,
overall,Matched,1,age,21.935127143,0.0016161616,
overall,Matched,1,age,22.649390095,0.0018181818,
overall,Matched,1,age,23.363653048,0.0024242424,
overall,Matched,1,age,24.077916001,0.0026262626,
overall,Matched,1,age,24.792178954,0.0032323232,
overall,Matched,1,age,25.506441906,0.0038383838,
overall,Matched,1,age,26.220704859,0.0050505051,
overall,Matched,1,age,26.934967812,0.0058585859,
overall,Matched,1,age,27.649230764,0.0074747475,
overall,Matched,1,age,28.363493717,0.0082828283,
overall,Matched,1,age,29.07775667,0.0105050505,
overall,Matched,1,age,29.792019622,0.0123232323,
overall,Matched,1,age,30.506282575,0.0151515152,
overall,Matched,1,age,31.220545528,0.0177777778,
overall,Matched,1,age,31.934808481,0.0206060606,
overall,Matched,1,age,32.649071433,0.024040404,
overall,Matched,1,age,33.363334386,0.0276767677,
overall,Matched,1,age,34.077597339,0.0325252525,
overall,Matched,1,age,34.791860291,0.0385858586,
overall,Matched,1,age,35.506123244,0.0466666667,
overall,Matched,1,age,36.220386197,0.0563636364,
overall,Matched,1,age,36.93464915,0.0654545455,
overall,Matched,1,age,37.648912102,0.0741414141,
overall,Matched,1,age,38.363175055,0.0846464646,
overall,Matched,1,age,39.077438008,0.0967676768,
overall,Matched,1,age,39.79170096,0.1111111111,
overall,Matched,1,age,40.505963913,0.1254545455,
overall,Matched,1,age,41.220226866,0.143030303,
overall,Matched,1,age,41.934489819,0.1593939394,
overall,Matched,1,age,42.648752771,0.175959596,
overall,Matched,1,age,43.363015724,0.1983838384,
overall,Matched,1,age,44.077278677,0.215959596,
overall,Matched,1,age,44.791541629,0.2377777778,
overall,Matched,1,age,45.505804582,0.2612121212,
overall,Matched,1,age,46.220067535,0.2816161616,
overall,Matched,1,age,46.934330487,0.3038383838,
overall,Matched,1,age,47.64859344,0.3286868687,
overall,Matched,1,age,48.362856393,0.3581818182,
overall,Matched,1,age,49.077119346,0.3832323232,
overall,Matched,1,age,49.791382298,0.4123232323,
overall,Matched,1,age,50.505645251,0.4432323232,
overall,Matched,1,age,51.219908204,0.4711111111,
overall,Matched,1,age,51.934171156,0.4997979798,
overall,Matched,1,age,52.648434109,0.5311111111,
overall,Matched,1,age,53.362697062,0.5616161616,
overall,Matched,1,age,54.076960015,0.5901010101,
overall,Matched,1,age,54.791222967,0.6177777778,
overall,Matched,1,age,55.50548592,0.6470707071,
overall,Matched,1,age,56.219748873,0.6785858586,
overall,Matched,1,age,56.934011825,0.7056565657,
overall,Matched,1,age,57.648274778,0.7274747475,
overall,Matched,1,age,58.362537731,0.7515151515,
overall,Matched,1,age,59.076800684,0.7735353535,
overall,Matched,1,age,59.791063636,0.7927272727,
overall,Matched,1,age,60.505326589,0.8127272727,
overall,Matched,1,age,61.219589542,0.8319191919,
overall,Matched,1,age,61.933852494,0.8494949495,
overall,Matched,1,age,62.648115447,0.8666666667,
overall,Matched,1,age,63.3623784,0.8818181818,
overall,Matched,1,age,64.076641352,0.8943434343,
overall,Matched,1,age,64.790904305,0.9064646465,
overall,Matched,1,age,65.505167258,0.9177777778,
overall,Matched,1,age,66.219430211,0.9294949495,
overall,Matched,1,age,66.933693163,0.938989899,
overall,Matched,1,age,67.647956116,0.9480808081,
overall,Matched,1,age,68.362219069,0.9551515152,
overall,Matched,1,age,69.076482021,0.9618181818,
overall,Matched,1,age,69.790744974,0.9668686869,
overall,Matched,1,age,70.505007927,0.9725252525,
overall,Matched,1,age,71.21927088,0.975959596,
overall,Matched,1,age,71.933533832,0.9804040404,
overall,Matched,1,age,72.647796785,0.9838383838,
overall,Matched,1,age,73.362059738,0.9874747475,
overall,Matched,1,age,74.07632269,0.9903030303,
overall,Matched,1,age,74.790585643,0.9923232323,
overall,Matched,1,age,75.504848596,0.9937373737,
overall,Matched,1,age,76.219111549,0.9951515152,
overall,Matched,1,age,76.933374501,0.9967676768,
overall,Matched,1,age,77.647637454,0.9973737374,
overall,Matched,1,age,78.361900407,0.9977777778,
overall,Matched,1,age,79.076163359,0.9981818182,
overall,Matched,1,age,79.790426312,0.9983838384,
overall,Matched,1,age,80.504689265,0.9991919192,
overall,Matched,1,age,81.218952217,0.9995959596,
overall,Matched,1,age,81.93321517,0.9995959596,
overall,Matched,1,age,82.647478123,0.9997979798,
overall,Matched,1,age,83.361741076,0.9997979798,
overall,Matched,1,age,84.076004028,1,
overall,Original,0,age,8.0975723267,0.0001982161,
overall,Original,0,age,8.856654697,0.0001982161,
overall,Original,0,age,9.6157370673,0.0001982161,
overall,Original,0,age,10.374819438,0.0001982161,
overall,Original,0,age,11.133901808,0.0001982161,
overall,Original,0,age,11.892984178,0.0001982161,
overall,Original,0,age,12.652066549,0.0003964321,
overall,Original,0,age,13.411148919,0.0005946482,
overall,Original,0,age,14.170231289,0.0007928642,
overall,Original,0,age,14.92931366,0.0009910803,
overall,Original,0,age,15.68839603,0.0013875124,
overall,Original,0,age,16.4474784,0.0015857284,
overall,Original,0,age,17.206560771,0.0015857284,
overall,Original,0,age,17.965643141,0.0015857284,
overall,Original,0,age,18.724725511,0.0023785927,
overall,Original,0,age,19.483807882,0.0033696729,
overall,Original,0,age,20.242890252,0.003567889,
overall,Original,0,age,21.001972622,0.0043607532,
overall,Original,0,age,21.761054993,0.0047571853,
overall,Original,0,age,22.520137363,0.0055500496,
overall,Original,0,age,23.279219733,0.0059464817,
overall,Original,0,age,24.038302104,0.0077304262,
overall,Original,0,age,24.797384474,0.0089197225,
overall,Original,0,age,25.556466844,0.0101090188,
overall,Original,0,age,26.315549215,0.0128840436,
overall,Original,0,age,27.074631585,0.0150644202,
overall,Original,0,age,27.833713955,0.017839445,
overall,Original,0,age,28.592796326,0.0220019822,
overall,Original,0,age,29.351878696,0.0269573835,
overall,Original,0,age,30.110961066,0.0333002973,
overall,Original,0,age,30.870043437,0.0408325074,
overall,Original,0,age,31.629125807,0.0489593657,
overall,Original,0,age,32.388208177,0.0576808722,
overall,Original,0,age,33.147290548,0.0673934589,
overall,Original,0,age,33.906372918,0.0767096135,
overall,Original,0,age,34.665455288,0.0886025768,
overall,Original,0,age,35.424537659,0.1016848365,
overall,Original,0,age,36.183620029,0.1171456888,
overall,Original,0,age,36.942702399,0.1298315164,
overall,Original,0,age,37.70178477,0.1478691774,
overall,Original,0,age,38.46086714,0.1672943508,
overall,Original,0,age,39.21994951,0.1888999009,
overall,Original,0,age,39.979031881,0.2105054509,
overall,Original,0,age,40.738114251,0.2325074331,
overall,Original,0,age,41.497196621,0.2564915758,
overall,Original,0,age,42.256278992,0.282259663,
overall,Original,0,age,43.015361362,0.3094152626,
overall,Original,0,age,43.774443732,0.3335976214,
overall,Original,0,age,44.533526103,0.3603567889,
overall,Original,0,age,45.292608473,0.3877106046,
overall,Original,0,age,46.051690843,0.4180376611,
overall,Original,0,age,46.810773214,0.4457879088,
overall,Original,0,age,47.569855584,0.4761149653,
overall,Original,0,age,48.328937954,0.503666997,
overall,Original,0,age,49.088020325,0.5306243806,
overall,Original,0,age,49.847102695,0.5603567889,
overall,Original,0,age,50.606185065,0.5940535183,
overall,Original,0,age,51.365267436,0.6247770069,
overall,Original,0,age,52.124349806,0.6541129832,
overall,Original,0,age,52.883432176,0.6802775025,
overall,Original,0,age,53.642514547,0.7098116947,
overall,Original,0,age,54.401596917,0.7359762141,
overall,Original,0,age,55.160679287,0.7623389495,
overall,Original,0,age,55.919761658,0.7869177403,
overall,Original,0,age,56.678844028,0.8049554014,
overall,Original,0,age,57.437926398,0.8263627354,
overall,Original,0,age,58.197008769,0.8455896928,
overall,Original,0,age,58.956091139,0.8620416254,
overall,Original,0,age,59.715173509,0.8755203171,
overall,Original,0,age,60.47425588,0.8903865213,
overall,Original,0,age,61.23333825,0.9022794846,
overall,Original,0,age,61.99242062,0.9149653122,
overall,Original,0,age,62.751502991,0.9270564916,
overall,Original,0,age,63.510585361,0.9375619425,
overall,Original,0,age,64.269667731,0.9484638256,
overall,Original,0,age,65.028750102,0.9575817641,
overall,Original,0,age,65.787832472,0.9639246779,
overall,Original,0,age,66.546914842,0.9698711596,
overall,Original,0,age,67.305997213,0.9752229931,
overall,Original,0,age,68.065079583,0.9795837463,
overall,Original,0,age,68.824161953,0.982160555,
overall,Original,0,age,69.583244324,0.985728444,
overall,Original,0,age,70.342326694,0.9877106046,
overall,Original,0,age,71.101409064,0.9896927651,
overall,Original,0,age,71.860491435,0.9912784936,
overall,Original,0,age,72.619573805,0.9922695738,
overall,Original,0,age,73.378656175,0.9936570862,
overall,Original,0,age,74.137738546,0.9946481665,
overall,Original,0,age,74.896820916,0.9952428147,
overall,Original,0,age,75.655903286,0.9966303271,
overall,Original,0,age,76.414985657,0.9974231913,
overall,Original,0,age,77.174068027,0.9976214073,
overall,Original,0,age,77.933150397,0.9980178394,
overall,Original,0,age,78.692232768,0.9980178394,
overall,Original,0,age,79.451315138,0.9992071358,
overall,Original,0,age,80.210397508,0.9994053518,
overall,Original,0,age,80.969479879,0.9994053518,
overall,Original,0,age,81.728562249,0.9998017839,
overall,Original,0,age,82.487644619,0.9998017839,
overall,Original,0,age,83.24672699,1,
overall,Original,1,age,13.36397171,0.0002018163,
overall,Original,1,age,14.078234663,0.0002018163,
overall,Original,1,age,14.792497616,0.0004036327,
overall,Original,1,age,15.506760568,0.0004036327,
overall,Original,1,age,16.221023521,0.0004036327,
overall,Original,1,age,16.935286474,0.0004036327,
overall,Original,1,age,17.649549426,0.0004036327,
overall,Original,1,age,18.363812379,0.000605449,
overall,Original,1,age,19.078075332,0.000605449,
overall,Original,1,age,19.792338285,0.000605449,
overall,Original,1,age,20.506601237,0.0014127144,
overall,Original,1,age,21.22086419,0.0016145308,
overall,Original,1,age,21.935127143,0.0016145308,
overall,Original,1,age,22.649390095,0.0018163471,
overall,Original,1,age,23.363653048,0.0024217962,
overall,Original,1,age,24.077916001,0.0026236125,
overall,Original,1,age,24.792178954,0.0032290616,
overall,Original,1,age,25.506441906,0.0038345106,
overall,Original,1,age,26.220704859,0.0050454087,
overall,Original,1,age,26.934967812,0.0058526741,
overall,Original,1,age,27.649230764,0.0074672048,
overall,Original,1,age,28.363493717,0.0082744702,
overall,Original,1,age,29.07775667,0.0104944501,
overall,Original,1,age,29.792019622,0.0123107972,
overall,Original,1,age,30.506282575,0.015136226,
overall,Original,1,age,31.220545528,0.0177598385,
overall,Original,1,age,31.934808481,0.0205852674,
overall,Original,1,age,32.649071433,0.0240161453,
overall,Original,1,age,33.363334386,0.0276488396,
overall,Original,1,age,34.077597339,0.0324924319,
overall,Original,1,age,34.791860291,0.0385469223,
overall,Original,1,age,35.506123244,0.0466195762,
overall,Original,1,age,36.220386197,0.0563067608,
overall,Original,1,age,36.93464915,0.0653884965,
overall,Original,1,age,37.648912102,0.0740665994,
overall,Original,1,age,38.363175055,0.0845610494,
overall,Original,1,age,39.077438008,0.0966700303,
overall,Original,1,age,39.79170096,0.1109989909,
overall,Original,1,age,40.505963913,0.1253279516,
overall,Original,1,age,41.220226866,0.1428859738,
overall,Original,1,age,41.934489819,0.1592330979,
overall,Original,1,age,42.648752771,0.1757820383,
overall,Original,1,age,43.363015724,0.1981836529,
overall,Original,1,age,44.077278677,0.2157416751,
overall,Original,1,age,44.791541629,0.2375378406,
overall,Original,1,age,45.505804582,0.2609485368,
overall,Original,1,age,46.220067535,0.2813319879,
overall,Original,1,age,46.934330487,0.3035317861,
overall,Original,1,age,47.64859344,0.3283551968,
overall,Original,1,age,48.362856393,0.3578203835,
overall,Original,1,age,49.077119346,0.3828456105,
overall,Original,1,age,49.791382298,0.4119071645,
overall,Original,1,age,50.505645251,0.4427850656,
overall,Original,1,age,51.219908204,0.4706357215,
overall,Original,1,age,51.934171156,0.4992936428,
overall,Original,1,age,52.648434109,0.5305751766,
overall,Original,1,age,53.362697062,0.561049445,
overall,Original,1,age,54.076960015,0.5895055499,
overall,Original,1,age,54.791222967,0.6171543895,
overall,Original,1,age,55.50548592,0.6464177598,
overall,Original,1,age,56.219748873,0.67790111,
overall,Original,1,age,56.934011825,0.7049445005,
overall,Original,1,age,57.648274778,0.726740666,
overall,Original,1,age,58.362537731,0.7507568113,
overall,Original,1,age,59.076800684,0.7727547931,
overall,Original,1,age,59.791063636,0.7919273461,
overall,Original,1,age,60.505326589,0.8119071645,
overall,Original,1,age,61.219589542,0.8310797175,
overall,Original,1,age,61.933852494,0.8486377397,
overall,Original,1,age,62.648115447,0.8657921292,
overall,Original,1,age,63.3623784,0.8809283552,
overall,Original,1,age,64.076641352,0.8934409687,
overall,Original,1,age,64.790904305,0.9055499495,
overall,Original,1,age,65.505167258,0.916851665,
overall,Original,1,age,66.219430211,0.9285570131,
overall,Original,1,age,66.933693163,0.9380423814,
overall,Original,1,age,67.647956116,0.9471241171,
overall,Original,1,age,68.362219069,0.9541876892,
overall,Original,1,age,69.076482021,0.9608476287,
overall,Original,1,age,69.790744974,0.9658930373,
overall,Original,1,age,70.505007927,0.9715438951,
overall,Original,1,age,71.21927088,0.974974773,
overall,Original,1,age,71.933533832,0.9794147326,
overall,Original,1,age,72.647796785,0.9828456105,
overall,Original,1,age,73.362059738,0.9864783047,
overall,Original,1,age,74.07632269,0.9893037336,
overall,Original,1,age,74.790585643,0.9913218971,
overall,Original,1,age,75.504848596,0.9927346115,
overall,Original,1,age,76.219111549,0.9941473259,
overall,Original,1,age,76.933374501,0.9957618567,
overall,Original,1,age,77.647637454,0.9963673058,
overall,Original,1,age,78.361900407,0.9967709384,
overall,Original,1,age,79.076163359,0.9971745711,
overall,Original,1,age,79.790426312,0.9973763875,
overall,Original,1,age,80.504689265,0.9981836529,
overall,Original,1,age,81.218952217,0.9985872856,
overall,Original,1,age,81.93321517,0.9989909183,
overall,Original,1,age,82.647478123,0.999394551,
overall,Original,1,age,83.361741076,0.9995963673,
overall,Original,1,age,84.076004028,1,
male,ATE-weighted,0,age,8.0975723267,0.0002118704,0
male,ATE-weighted,0,age,8.856654697,0.0002118704,0
male,ATE-weighted,0,age,9.6157370673,0.0002118704,0
male,ATE-weighted,0,age,10.374819438,0.0002118704,0
male,ATE-weighted,0,age,11.133901808,0.0002118704,0
male,ATE-weighted,0,age,11.892984178,0.0002118704,0
male,ATE-weighted,0,age,12.652066549,0.000426069,0
male,ATE-weighted,0,age,13.411148919,0.000426069,0
male,ATE-weighted,0,age,14.170231289,0.0006410642,0
male,ATE-weighted,0,age,14.92931366,0.0008699809,0
male,ATE-weighted,0,age,15.68839603,0.0013014411,0
male,ATE-weighted,0,age,16.4474784,0.0013014411,0
male,ATE-weighted,0,age,17.206560771,0.0013014411,0
male,ATE-weighted,0,age,17.965643141,0.0013014411,0
male,ATE-weighted,0,age,18.724725511,0.0019690687,0
male,ATE-weighted,0,age,19.483807882,0.0026477399,0
male,ATE-weighted,0,age,20.242890252,0.0028827399,0
male,ATE-weighted,0,age,21.001972622,0.0035662748,0
male,ATE-weighted,0,age,21.761054993,0.0040152266,0
male,ATE-weighted,0,age,22.520137363,0.0042357524,0
male,ATE-weighted,0,age,23.279219733,0.0047041839,0
male,ATE-weighted,0,age,24.038302104,0.0056368393,0
male,ATE-weighted,0,age,24.797384474,0.0063226748,0
male,ATE-weighted,0,age,25.556466844,0.0072632932,0
male,ATE-weighted,0,age,26.315549215,0.0093930637,0
male,ATE-weighted,0,age,27.074631585,0.011515285,0
male,ATE-weighted,0,age,27.833713955,0.0138797763,0
male,ATE-weighted,0,age,28.592796326,0.0177029603,0
male,ATE-weighted,0,age,29.351878696,0.0208003951,0
male,ATE-weighted,0,age,30.110961066,0.0250732164,0
male,ATE-weighted,0,age,30.870043437,0.0307882567,0
male,ATE-weighted,0,age,31.629125807,0.0356140403,0
male,ATE-weighted,0,age,32.388208177,0.0431214833,0
male,ATE-weighted,0,age,33.147290548,0.0499248574,0
male,ATE-weighted,0,age,33.906372918,0.0562551742,0
male,ATE-weighted,0,age,34.665455288,0.0667043072,0
male,ATE-weighted,0,age,35.424537659,0.0777804793,0
male,ATE-weighted,0,age,36.183620029,0.0885697895,0
male,ATE-weighted,0,age,36.942702399,0.097541141,0
male,ATE-weighted,0,age,37.70178477,0.1114111835,0
male,ATE-weighted,0,age,38.46086714,0.1259747372,0
male,ATE-weighted,0,age,39.21994951,0.1419660226,0
male,ATE-weighted,0,age,39.979031881,0.1597354662,0
male,ATE-weighted,0,age,40.738114251,0.1769576721,0
male,ATE-weighted,0,age,41.497196621,0.1997764281,0
male,ATE-weighted,0,age,42.256278992,0.2217827572,0
male,ATE-weighted,0,age,43.015361362,0.2469153304,0
male,ATE-weighted,0,age,43.774443732,0.2677888351,0
male,ATE-weighted,0,age,44.533526103,0.2906860807,0
male,ATE-weighted,0,age,45.292608473,0.3144509626,0
male,ATE-weighted,0,age,46.051690843,0.3391526562,0
male,ATE-weighted,0,age,46.810773214,0.3675657683,0
male,ATE-weighted,0,age,47.569855584,0.3940333837,0
male,ATE-weighted,0,age,48.328937954,0.4193376182,0
male,ATE-weighted,0,age,49.088020325,0.4434998116,0
male,ATE-weighted,0,age,49.847102695,0.4742756983,0
male,ATE-weighted,0,age,50.606185065,0.5107724719,0
male,ATE-weighted,0,age,51.365267436,0.5429758363,0
male,ATE-weighted,0,age,52.124349806,0.5730950845,0
male,ATE-weighted,0,age,52.883432176,0.5996563163,0
male,ATE-weighted,0,age,53.642514547,0.6301950182,0
male,ATE-weighted,0,age,54.401596917,0.6604674454,0
male,ATE-weighted,0,age,55.160679287,0.6902877019,0
male,ATE-weighted,0,age,55.919761658,0.7179019366,0
male,ATE-weighted,0,age,56.678844028,0.740036587,0
male,ATE-weighted,0,age,57.437926398,0.7650433942,0
male,ATE-weighted,0,age,58.197008769,0.7883234481,0
male,ATE-weighted,0,age,58.956091139,0.8102137168,0
male,ATE-weighted,0,age,59.715173509,0.8268117707,0
male,ATE-weighted,0,age,60.47425588,0.8452918119,0
male,ATE-weighted,0,age,61.23333825,0.8608408767,0
male,ATE-weighted,0,age,61.99242062,0.87764218,0
male,ATE-weighted,0,age,62.751502991,0.8944315952,0
male,ATE-weighted,0,age,63.510585361,0.9083274865,0
male,ATE-weighted,0,age,64.269667731,0.9240627568,0
male,ATE-weighted,0,age,65.028750102,0.9366111287,0
male,ATE-weighted,0,age,65.787832472,0.9448071701,0
male,ATE-weighted,0,age,66.546914842,0.953459336,0
male,ATE-weighted,0,age,67.305997213,0.9612638758,0
male,ATE-weighted,0,age,68.065079583,0.9681687171,0
male,ATE-weighted,0,age,68.824161953,0.9718317383,0
male,ATE-weighted,0,age,69.583244324,0.977284504,0
male,ATE-weighted,0,age,70.342326694,0.9797510134,0
male,ATE-weighted,0,age,71.101409064,0.9824681385,0
male,ATE-weighted,0,age,71.860491435,0.9842461215,0
male,ATE-weighted,0,age,72.619573805,0.986025556,0
male,ATE-weighted,0,age,73.378656175,0.9885568556,0
male,ATE-weighted,0,age,74.137738546,0.9904707242,0
male,ATE-weighted,0,age,74.896820916,0.9914856282,0
male,ATE-weighted,0,age,75.655903286,0.9940469632,0
male,ATE-weighted,0,age,76.414985657,0.9951755714,0
male,ATE-weighted,0,age,77.174068027,0.9955607517,0
male,ATE-weighted,0,age,77.933150397,0.9963841312,0
male,ATE-weighted,0,age,78.692232768,0.9963841312,0
male,ATE-weighted,0,age,79.451315138,0.99876217,0
male,ATE-weighted,0,age,80.210397508,0.999162417,0
male,ATE-weighted,0,age,80.969479879,0.999162417,0
male,ATE-weighted,0,age,81.728562249,0.9995748746,0
male,ATE-weighted,0,age,82.487644619,0.9995748746,0
male,ATE-weighted,0,age,83.24672699,1,0
male,ATE-weighted,1,age,14.208202362,0.0018062965,0
male,ATE-weighted,1,age,14.894403978,0.0018062965,0
male,ATE-weighted,1,age,15.580605594,0.0018062965,0
male,ATE-weighted,1,age,16.266807209,0.0018062965,0
male,ATE-weighted,1,age,16.953008825,0.0018062965,0
male,ATE-weighted,1,age,17.639210441,0.0018062965,0
male,ATE-weighted,1,age,18.325412057,0.0018062965,0
male,ATE-weighted,1,age,19.011613672,0.0018062965,0
male,ATE-weighted,1,age,19.697815288,0.0018062965,0
male,ATE-weighted,1,age,20.384016904,0.0030611038,0
male,ATE-weighted,1,age,21.07021852,0.0042823743,0
male,ATE-weighted,1,age,21.756420135,0.0042823743,0
male,ATE-weighted,1,age,22.442621751,0.0042823743,0
male,ATE-weighted,1,age,23.128823367,0.0042823743,0
male,ATE-weighted,1,age,23.815024983,0.0056492255,0
male,ATE-weighted,1,age,24.501226599,0.0067627218,0
male,ATE-weighted,1,age,25.187428214,0.0067627218,0
male,ATE-weighted,1,age,25.87362983,0.0078329491,0
male,ATE-weighted,1,age,26.559831446,0.0101517506,0
male,ATE-weighted,1,age,27.246033062,0.0111855387,0
male,ATE-weighted,1,age,27.932234677,0.0111855387,0
male,ATE-weighted,1,age,28.618436293,0.014986079,0
male,ATE-weighted,1,age,29.304637909,0.0159658847,0
male,ATE-weighted,1,age,29.990839525,0.0159658847,0
male,ATE-weighted,1,age,30.67704114,0.0217923691,0
male,ATE-weighted,1,age,31.363242756,0.0273585035,0
male,ATE-weighted,1,age,32.049444372,0.0331666948,0
male,ATE-weighted,1,age,32.735645988,0.0372603234,0
male,ATE-weighted,1,age,33.421847604,0.0412840268,0
male,ATE-weighted,1,age,34.108049219,0.0474556338,0
male,ATE-weighted,1,age,34.794250835,0.0553654712,0
male,ATE-weighted,1,age,35.480452451,0.0647600567,0
male,ATE-weighted,1,age,36.166654067,0.0771347558,0
male,ATE-weighted,1,age,36.852855682,0.0870004406,0
male,ATE-weighted,1,age,37.539057298,0.101183205,0
male,ATE-weighted,1,age,38.225258914,0.1159337527,0
male,ATE-weighted,1,age,38.91146053,0.1286046469,0
male,ATE-weighted,1,age,39.597662145,0.1464135969,0
male,ATE-weighted,1,age,40.283863761,0.1653495661,0
male,ATE-weighted,1,age,40.970065377,0.1885738358,0
male,ATE-weighted,1,age,41.656266993,0.2086284788,0
male,ATE-weighted,1,age,42.342468609,0.2266658359,0
male,ATE-weighted,1,age,43.028670224,0.251697723,0
male,ATE-weighted,1,age,43.71487184,0.2814083549,0
male,ATE-weighted,1,age,44.401073456,0.2958899214,0
male,ATE-weighted,1,age,45.087275072,0.3234986498,0
male,ATE-weighted,1,age,45.773476687,0.344367133,0
male,ATE-weighted,1,age,46.459678303,0.3604729034,0
male,ATE-weighted,1,age,47.145879919,0.3920241866,0
male,ATE-weighted,1,age,47.832081535,0.418682445,0
male,ATE-weighted,1,age,48.51828315,0.4383154276,0
male,ATE-weighted,1,age,49.204484766,0.4620204241,0
male,ATE-weighted,1,age,49.890686382,0.4908094794,0
male,ATE-weighted,1,age,50.576887998,0.5135912927,0
male,ATE-weighted,1,age,51.263089613,0.5390863852,0
male,ATE-weighted,1,age,51.949291229,0.5619913611,0
male,ATE-weighted,1,age,52.635492845,0.5906516213,0
male,ATE-weighted,1,age,53.321694461,0.6170149832,0
male,ATE-weighted,1,age,54.007896077,0.648825298,0
male,ATE-weighted,1,age,54.694097692,0.6743515499,0
male,ATE-weighted,1,age,55.380299308,0.6977288404,0
male,ATE-weighted,1,age,56.066500924,0.7278217399,0
male,ATE-weighted,1,age,56.75270254,0.7540217661,0
male,ATE-weighted,1,age,57.438904155,0.7702296533,0
male,ATE-weighted,1,age,58.125105771,0.7985603942,0
male,ATE-weighted,1,age,58.811307387,0.8086848887,0
male,ATE-weighted,1,age,59.497509003,0.8253801887,0
male,ATE-weighted,1,age,60.183710618,0.837718382,0
male,ATE-weighted,1,age,60.869912234,0.8542314393,0
male,ATE-weighted,1,age,61.55611385,0.8718729875,0
male,ATE-weighted,1,age,62.242315466,0.8808730708,0
male,ATE-weighted,1,age,62.928517082,0.8927042988,0
male,ATE-weighted,1,age,63.614718697,0.9060235614,0
male,ATE-weighted,1,age,64.300920313,0.9155097324,0
male,ATE-weighted,1,age,64.987121929,0.9235879163,0
male,ATE-weighted,1,age,65.673323545,0.9316452866,0
male,ATE-weighted,1,age,66.35952516,0.942098656,0
male,ATE-weighted,1,age,67.045726776,0.9493408121,0
male,ATE-weighted,1,age,67.731928392,0.957331242,0
male,ATE-weighted,1,age,68.418130008,0.9615382629,0
male,ATE-weighted,1,age,69.104331623,0.9662763806,0
male,ATE-weighted,1,age,69.790533239,0.9704398733,0
male,ATE-weighted,1,age,70.476734855,0.976524879,0
male,ATE-weighted,1,age,71.162936471,0.9798944697,0
male,ATE-weighted,1,age,71.849138086,0.9829130763,0
male,ATE-weighted,1,age,72.535339702,0.9838892718,0
male,ATE-weighted,1,age,73.221541318,0.9868862216,0
male,ATE-weighted,1,age,73.907742934,0.9895133652,0
male,ATE-weighted,1,age,74.59394455,0.9913511796,0
male,ATE-weighted,1,age,75.280146165,0.9934097166,0
male,ATE-weighted,1,age,75.966347781,0.995072036,0
male,ATE-weighted,1,age,76.652549397,0.9963892635,0
male,ATE-weighted,1,age,77.338751013,0.9976486601,0
male,ATE-weighted,1,age,78.024952628,0.9976486601,0
male,ATE-weighted,1,age,78.711154244,0.9980446329,0
male,ATE-weighted,1,age,79.39735586,0.9980446329,0
male,ATE-weighted,1,age,80.083557476,0.9987823515,0
male,ATE-weighted,1,age,80.769759091,0.9991699091,0
male,ATE-weighted,1,age,81.455960707,0.9996242175,0
male,ATE-weighted,1,age,82.142162323,1,0
male,ATE-weighted,0,age,12.709293365,0.0002732613,1
male,ATE-weighted,0,age,13.403628378,0.0002732613,1
male,ATE-weighted,0,age,14.097963391,0.0002732613,1
male,ATE-weighted,0,age,14.792298404,0.0002732613,1
male,ATE-weighted,0,age,15.486633416,0.0002732613,1
male,ATE-weighted,0,age,16.180968429,0.0005788873,1
male,ATE-weighted,0,age,16.875303442,0.0005788873,1
male,ATE-weighted,0,age,17.569638455,0.0005788873,1
male,ATE-weighted,0,age,18.263973467,0.0005788873,1
male,ATE-weighted,0,age,18.95830848,0.0011967648,1
male,ATE-weighted,0,age,19.652643493,0.001467655,1
male,ATE-weighted,0,age,20.346978505,0.001467655,1
male,ATE-weighted,0,age,21.041313518,0.0017737622,1
male,ATE-weighted,0,age,21.735648531,0.0017737622,1
male,ATE-weighted,0,age,22.429983544,0.0027454509,1
male,ATE-weighted,0,age,23.124318556,0.0027454509,1
male,ATE-weighted,0,age,23.818653569,0.0040289044,1
male,ATE-weighted,0,age,24.512988582,0.0048989547,1
male,ATE-weighted,0,age,25.207323595,0.0055209123,1
male,ATE-weighted,0,age,25.901658607,0.0062580679,1
male,ATE-weighted,0,age,26.59599362,0.0082787471,1
male,ATE-weighted,0,age,27.290328633,0.0086238666,1
male,ATE-weighted,0,age,27.984663645,0.009618985,1
male,ATE-weighted,0,age,28.678998658,0.0113707809,1
male,ATE-weighted,0,age,29.373333671,0.0156593814,1
male,ATE-weighted,0,age,30.067668684,0.0205959525,1
male,ATE-weighted,0,age,30.762003696,0.0253826061,1
male,ATE-weighted,0,age,31.456338709,0.0312676476,1
male,ATE-weighted,0,age,32.150673722,0.0371318651,1
